displayable_path,label,split,tokenized_label,num_unique_tokens,depth_bracket,length_token,parentheses_depth,valid_tokens,matched_brackets,CoMER_pred
.\IMG\test\CROHME2023_test\form_309_E2466.png,e[X(x)]=\sqrt{-g[X(x)]},test,e [ X ( x ) ] = \sqrt { - g [ X ( x ) ] },13,1.0,19,2.0,True,True,1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_309_E2467.png,en=ne=n,test,e n = n e = n,3,0.0,7,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_309_E2468.png,b=\pm\sqrt{\frac{1}{\sqrt{1-4c}}},test,b = \pm \sqrt { \frac { 1 } { \sqrt { 1 - 4 c } } },11,3.0,19,0.0,True,True,1 4 1 4 1 = 1 4 1 4 1 = 1 4 1 4 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 n 4 1 = 1 4 n 4 1 4 1 4 n 4 1 = 1
.\IMG\test\CROHME2023_test\form_309_E2469.png,xdy,test,x d y,3,0.0,3,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 1 4 1 4 1 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1
.\IMG\test\CROHME2023_test\form_309_E2470.png,x^1-y^1,test,x ^ 1 - y ^ 1,5,0.0,7,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_309_E2471.png,A^2\cos^2 {(mz_1)},test,A ^ 2 \cos ^ 2 { ( m z _ 1 ) },12,1.0,14,1.0,True,True,1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_309_E2472.png,\int (F+C_2),test,\int ( F + C _ 2 ),8,0.0,8,1.0,True,True,1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_310_E2473.png,\sqrt{2s},test,\sqrt { 2 s },5,1.0,5,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1
.\IMG\test\CROHME2023_test\form_310_E2474.png,k+\frac {13}{ 2},test,k + \frac { 1 3 } { 2 },8,1.0,10,0.0,True,True,1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_310_E2475.png,x\rightarrow b,test,x \rightarrow b,3,0.0,3,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_310_E2476.png,a[i]=n+1-i+\sum_{j=i}^{n} a_j,test,a [ i ] = n + 1 - i + \sum _ { j = i } ^ { n } a _ j,15,1.0,25,1.0,True,True,1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_310_E2477.png,h_{16} = \tan(\frac{\pi}{5}),test,h _ { 1 6 } = \tan ( \frac { \pi } { 5 } ),13,1.0,17,1.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_310_E2478.png,\left( 2p+16\right) \times \left( 2p+16\right),test,\left ( 2 p + 1 6 \right ) \times \left ( 2 p + 1 6 \right ),10,0.0,19,1.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_310_E2479.png,\cos\theta > 0,test,\cos \theta > 0,4,0.0,4,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_310_E2480.png,1+n,test,1 + n,3,0.0,3,0.0,True,True,1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 1 4 1 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_311_E2481.png,a = a_0 +a_1 + a_2+ a_3,test,a = a _ 0 + a _ 1 + a _ 2 + a _ 3,8,0.0,17,0.0,True,True,1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_311_E2482.png,a+b+r=2,test,a + b + r = 2,6,0.0,7,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_311_E2483.png,x^{n+1},test,x ^ { n + 1 },7,1.0,7,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_311_E2484.png,\int c_3,test,\int c _ 3,4,0.0,4,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1
.\IMG\test\CROHME2023_test\form_311_E2485.png,v(z)=z^{n+1} - (-1)^n z^{-n+1},test,v ( z ) = z ^ { n + 1 } - ( - 1 ) ^ n z ^ { - n + 1 },12,1.0,27,1.0,True,True,1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_311_E2486.png,m_{k}=M . \sin \left( \pi \frac{2k}{2P+1}\right),test,m _ { k } = M . \sin \left ( \pi \frac { 2 k } { 2 P + 1 } \right ),19,1.0,25,1.0,True,True,1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 = 1 = 1 4 1 = 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_311_E2487.png,4 \sum k_a,test,4 \sum k _ a,5,0.0,5,0.0,True,True,1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_311_E2488.png,\alpha = -1 + \sqrt{2},test,\alpha = - 1 + \sqrt { 2 },9,1.0,9,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_312_E2489.png,M_1^2=M^2 \cos \alpha-4\mu^2 \cos 2\alpha,test,M _ 1 ^ 2 = M ^ 2 \cos \alpha - 4 \mu ^ 2 \cos 2 \alpha,11,0.0,19,0.0,True,True,1 1 4 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 = 1 4 1 = 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_312_E2490.png,m_{1}=\sqrt{8}m\sin (\frac{\pi}{h}),test,m _ { 1 } = \sqrt { 8 } m \sin ( \frac { \pi } { h } ),14,1.0,21,1.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 n 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 1 = 1 = 1 = 1 = 1 4 1 4 1 4 1
.\IMG\test\CROHME2023_test\form_312_E2491.png,a_{ab}=-a_{ba},test,a _ { a b } = - a _ { b a },7,1.0,14,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 n 4 1 4 1
.\IMG\test\CROHME2023_test\form_312_E2492.png,x^{p+1}\ldots x^5 r,test,x ^ { p + 1 } \ldots x ^ 5 r,10,1.0,12,0.0,True,True,1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_312_E2494.png,\frac{0}{0},test,\frac { 0 } { 0 },4,1.0,7,0.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_312_E2495.png,(n+1)+1,test,( n + 1 ) + 1,5,0.0,7,1.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 n 4 1 4 1 4 n 4 n 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 n 4 1 = 1 4 n 4 1 4 1 = 1 = 1 = 1 = 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_312_E2496.png,g_n(x)=a_nx^2+b_nx+c_n,test,g _ n ( x ) = a _ n x ^ 2 + b _ n x + c _ n,13,0.0,22,1.0,True,True,1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_313_E2497.png,F_{abcd} = F_{[abcd]},test,F _ { a b c d } = F _ { [ a b c d ] },11,1.0,19,1.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_313_E2498.png,(p+1) m_x^2+(7-p)m_y^2,test,( p + 1 ) m _ x ^ 2 + ( 7 - p ) m _ y ^ 2,13,0.0,21,1.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_313_E2499.png,f=(1+w)(1-w)^{-1},test,f = ( 1 + w ) ( 1 - w ) ^ { - 1 },11,1.0,17,1.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4
.\IMG\test\CROHME2023_test\form_313_E2501.png,x y = a,test,x y = a,4,0.0,4,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 n 4 1 4 1 4 n 4 n 4 1 4 n 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 = 1 4 n 4 1 = 1 4 n 4 1 4
.\IMG\test\CROHME2023_test\form_313_E2502.png,x^1x^3,test,x ^ 1 x ^ 3,4,0.0,6,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 n 4 1 4 1 4 n 4 n 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 n 4 1 = 1 4 n 4 1 4 1 = 1 = 1 = 1 = 1 4 1 4 1 = 1 = 1 = 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1
.\IMG\test\CROHME2023_test\form_313_E2503.png,deg_j = \left( \frac{n+j}{n} \right) - \left( \frac{n+j-2}{n} \right),test,d e g _ j = \left ( \frac { n + j } { n } \right ) - \left ( \frac { n + j - 2 } { n } \right ),17,1.0,35,1.0,True,True,1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 1 4 1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_313_E2504.png,\tan{\theta}=\frac{E}{\sqrt{1-E^2}},test,\tan { \theta } = \frac { E } { \sqrt { 1 - E ^ 2 } },12,2.0,19,0.0,True,True,1 4 1 4 1 = 1 4 1 4 1 = 1 4 1 4 1 4 1 1 4 1 4 1 = 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 n 4 n 4 1 4 n 4 n 4 n 4 n 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_314_E2505.png,+\frac {1}{ 2},test,+ \frac { 1 } { 2 },6,1.0,8,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_314_E2506.png,16 x^4-12 x^2-1,test,1 6 x ^ 4 - 1 2 x ^ 2 - 1,7,0.0,13,0.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_314_E2507.png,c \rightarrow +\infty,test,c \rightarrow + \infty,4,0.0,4,0.0,True,True,1 = 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_314_E2508.png,(c-3) \times c,test,( c - 3 ) \times c,6,0.0,7,1.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_314_E2509.png,\frac{1}{V}\sum_p G_{vv},test,\frac { 1 } { V } \sum _ p G _ { v v },10,1.0,16,0.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4
.\IMG\test\CROHME2023_test\form_314_E2510.png,2q+p+9,test,2 q + p + 9,5,0.0,6,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_314_E2511.png,"c(k-1,k)= 1 - \frac{6}{(k+1)(k+2)}",test,"c ( k - 1 , k ) = 1 - \frac { 6 } { ( k + 1 ) ( k + 2 ) }",14,1.0,27,1.0,True,True,1 4 1 4 1 = 1 4 1 4 1 1 4 1 4 1 1 4 1 1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 = 1 = 1 4 1 4 1 4
.\IMG\test\CROHME2023_test\form_314_E2512.png,B=\frac{2\beta}{\alpha}(\frac{\pi\alpha}{\sin\pi\alpha})^2,test,B = \frac { 2 \beta } { \alpha } ( \frac { \pi \alpha } { \sin \pi \alpha } ) ^ 2,13,1.0,24,1.0,True,True,1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 = 1 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 4 1 4 1 4 1 4 1 4 n 4 1 = 1 4 1 4 1 4 n 4 n 4 1 4 n 4 n 4 n 4 n 4
.\IMG\test\CROHME2023_test\form_315_E2513.png,\frac{\sqrt{1-\beta^2}}{2\beta},test,\frac { \sqrt { 1 - \beta ^ 2 } } { 2 \beta },9,2.0,15,0.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 1 = 1 4 n 4 1 4 1 4 n 4 1 = 1
.\IMG\test\CROHME2023_test\form_315_E2514.png,"\frac{5}{32},\frac{3}{16},\frac{1}{4}, \frac{1}{2}",test,"\frac { 5 } { 3 2 } , \frac { 3 } { 1 6 } , \frac { 1 } { 4 } , \frac { 1 } { 2 }",10,1.0,33,0.0,True,True,1 4 1 4 1 = 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_315_E2515.png,C(x-y),test,C ( x - y ),6,0.0,6,1.0,True,True,1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 4 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_315_E2516.png,0.5953,test,0 . 5 9 5 3,5,0.0,6,0.0,True,True,1 4 1 4 1 1 4 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
.\IMG\test\CROHME2023_test\form_315_E2517.png,|y|^{p-22}=|y|^{2-(25-(p+1))},test,| y | ^ { p - 2 2 } = | y | ^ { 2 - ( 2 5 - ( p + 1 ) ) },14,1.0,29,2.0,True,True,1 4 1 1 4 1 = 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 n 4 n 4 1 4 1 4 1 4 1 = 1 = 1 4 1 = 1 = 1 4 1 4
.\IMG\test\CROHME2023_test\form_315_E2518.png,\frac {5}{ 4},test,\frac { 5 } { 4 },5,1.0,7,0.0,True,True,1 1 n 1 1 n 1 1 1 n 1 1 1 n 1 1 1 n 1 1 1 n 1 1 1 n 1 1 1 n 1 1 1 n 1 1 1 n 1 1 1 4 1 = n 1 1 4 1 n 1 1 1 4 n 4 1 1 4 n 4 1 = 1 4 n 4 1
.\IMG\test\CROHME2023_test\form_315_E2519.png,"[0 \ldots 0, 1_{n-1},0 \ldots 0_{2n-1} ]",test,"[ 0 \ldots 0 , 1 _ { n - 1 } , 0 \ldots 0 _ { 2 n - 1 } ]",12,1.0,24,1.0,True,True,1 4 1 4 1 = 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 4 1 1 1 4 1 1 4 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 = 1
